id,inning,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team,venue,match_date,ball_result,matches_date_1
335983,1,8,2,SK Raina,MEK Hussey,IK Pathan,4,0,4,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,22-04-2012,boundary,22-04-2012
335983,1,8,3,SK Raina,MEK Hussey,IK Pathan,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Barabati Stadium,22-04-2012,other,22-04-2012
335983,1,8,4,MEK Hussey,SK Raina,IK Pathan,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Sawai Mansingh Stadium,23-04-2012,dot,23-04-2012
335983,1,8,5,MEK Hussey,SK Raina,IK Pathan,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Subrata Roy Sahara Stadium,24-04-2012,boundary,24-04-2012
335983,1,8,6,MEK Hussey,SK Raina,IK Pathan,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",25-04-2012,other,25-04-2012
335983,1,9,1,MEK Hussey,SK Raina,K Goel,2,0,2,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Subrata Roy Sahara Stadium,26-04-2012,other,26-04-2012
335983,1,9,2,MEK Hussey,SK Raina,K Goel,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Feroz Shah Kotla,27-04-2012,other,27-04-2012
335983,1,9,3,SK Raina,MEK Hussey,K Goel,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",28-04-2012,other,28-04-2012
335983,1,9,4,MEK Hussey,SK Raina,K Goel,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Eden Gardens,28-04-2012,dot,28-04-2012
335983,1,9,5,MEK Hussey,SK Raina,K Goel,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Feroz Shah Kotla,29-04-2012,dot,29-04-2012
335983,1,9,6,MEK Hussey,SK Raina,K Goel,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,29-04-2012,other,29-04-2012
335983,1,10,1,MEK Hussey,SK Raina,PP Chawla,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",30-04-2012,boundary,30-04-2012
335983,1,10,2,MEK Hussey,SK Raina,PP Chawla,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Barabati Stadium,01-05-2012,other,01-05-2012
335983,1,10,3,SK Raina,MEK Hussey,PP Chawla,2,0,2,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Sawai Mansingh Stadium,01-05-2012,other,01-05-2012
335983,1,10,4,SK Raina,MEK Hussey,PP Chawla,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,M Chinnaswamy Stadium,02-05-2012,dot,02-05-2012
335983,1,10,5,SK Raina,MEK Hussey,PP Chawla,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Subrata Roy Sahara Stadium,03-05-2012,boundary,03-05-2012
335983,1,10,6,SK Raina,MEK Hussey,PP Chawla,4,0,4,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",04-05-2012,boundary,04-05-2012
335983,1,11,1,MEK Hussey,SK Raina,K Goel,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Eden Gardens,05-05-2012,boundary,05-05-2012
335983,1,11,2,MEK Hussey,SK Raina,K Goel,4,0,4,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",05-05-2012,boundary,05-05-2012
335983,1,11,3,MEK Hussey,SK Raina,K Goel,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,06-05-2012,other,06-05-2012
335983,1,11,4,SK Raina,MEK Hussey,K Goel,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,M Chinnaswamy Stadium,06-05-2012,boundary,06-05-2012
335983,1,11,5,SK Raina,MEK Hussey,K Goel,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Feroz Shah Kotla,07-05-2012,other,07-05-2012
335983,1,11,6,MEK Hussey,SK Raina,K Goel,2,0,2,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Subrata Roy Sahara Stadium,08-05-2012,other,08-05-2012
335983,1,12,1,SK Raina,MEK Hussey,WA Mota,0,1,1,0,NA,NA,NA,wides,Chennai Super Kings,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",08-05-2012,other,08-05-2012
335983,1,12,2,SK Raina,MEK Hussey,WA Mota,0,0,0,1,caught,SK Raina,IK Pathan,NA,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,09-05-2012,dot,09-05-2012
335983,1,12,3,MEK Hussey,JDP Oram,WA Mota,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Sawai Mansingh Stadium,10-05-2012,other,10-05-2012
335983,1,12,4,JDP Oram,MEK Hussey,WA Mota,0,1,1,0,NA,NA,NA,wides,Chennai Super Kings,Kings XI Punjab,Subrata Roy Sahara Stadium,11-05-2012,other,11-05-2012
335983,1,12,5,JDP Oram,MEK Hussey,WA Mota,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Eden Gardens,12-05-2012,dot,12-05-2012
335983,1,12,6,JDP Oram,MEK Hussey,WA Mota,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",12-05-2012,other,12-05-2012
335983,1,12,7,MEK Hussey,JDP Oram,WA Mota,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Sawai Mansingh Stadium,13-05-2012,other,13-05-2012
335983,1,12,8,JDP Oram,MEK Hussey,WA Mota,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",13-05-2012,other,13-05-2012
335983,1,13,1,JDP Oram,MEK Hussey,JR Hopes,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,M Chinnaswamy Stadium,14-05-2012,other,14-05-2012
335983,1,13,2,MEK Hussey,JDP Oram,JR Hopes,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Eden Gardens,14-05-2012,dot,14-05-2012
335983,1,13,3,MEK Hussey,JDP Oram,JR Hopes,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Feroz Shah Kotla,15-05-2012,other,15-05-2012
335983,1,13,4,JDP Oram,MEK Hussey,JR Hopes,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,16-05-2012,other,16-05-2012
335983,1,13,5,MEK Hussey,JDP Oram,JR Hopes,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,17-05-2012,boundary,17-05-2012
335983,1,13,6,MEK Hussey,JDP Oram,JR Hopes,0,1,1,0,NA,NA,NA,legbyes,Chennai Super Kings,Kings XI Punjab,Feroz Shah Kotla,17-05-2012,other,17-05-2012
335983,1,14,1,MEK Hussey,JDP Oram,WA Mota,4,0,4,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",18-05-2012,boundary,18-05-2012
335983,1,14,2,MEK Hussey,JDP Oram,WA Mota,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,19-05-2012,other,19-05-2012
335983,1,14,3,JDP Oram,MEK Hussey,WA Mota,2,0,2,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Subrata Roy Sahara Stadium,19-05-2012,other,19-05-2012
335983,1,14,4,JDP Oram,MEK Hussey,WA Mota,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",20-05-2012,other,20-05-2012
335983,1,14,5,MEK Hussey,JDP Oram,WA Mota,4,0,4,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Sawai Mansingh Stadium,20-05-2012,boundary,20-05-2012
335983,1,14,6,MEK Hussey,JDP Oram,WA Mota,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Subrata Roy Sahara Stadium,22-05-2012,boundary,22-05-2012
335983,1,15,1,JDP Oram,MEK Hussey,IK Pathan,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,M Chinnaswamy Stadium,23-05-2012,boundary,23-05-2012
335983,1,15,2,JDP Oram,MEK Hussey,IK Pathan,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",25-05-2012,dot,25-05-2012
335983,1,15,3,JDP Oram,MEK Hussey,IK Pathan,0,0,0,1,bowled,JDP Oram,NA,NA,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",27-05-2012,dot,27-05-2012
335983,1,15,4,S Badrinath,MEK Hussey,IK Pathan,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Eden Gardens,03-04-2013,dot,03-04-2013
335983,1,15,5,S Badrinath,MEK Hussey,IK Pathan,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,M Chinnaswamy Stadium,04-04-2013,other,04-04-2013
335983,1,15,6,MEK Hussey,S Badrinath,IK Pathan,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",05-04-2013,other,05-04-2013
335983,1,16,1,MEK Hussey,S Badrinath,S Sreesanth,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Feroz Shah Kotla,06-04-2013,other,06-04-2013
335983,1,16,2,S Badrinath,MEK Hussey,S Sreesanth,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",06-04-2013,other,06-04-2013
335983,1,16,3,MEK Hussey,S Badrinath,S Sreesanth,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Subrata Roy Sahara Stadium,07-04-2013,boundary,07-04-2013
335983,1,16,4,MEK Hussey,S Badrinath,S Sreesanth,4,0,4,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",07-04-2013,boundary,07-04-2013
335983,1,16,5,MEK Hussey,S Badrinath,S Sreesanth,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Sawai Mansingh Stadium,08-04-2013,other,08-04-2013
335983,1,16,6,S Badrinath,MEK Hussey,S Sreesanth,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,09-04-2013,other,09-04-2013
335983,1,17,1,S Badrinath,MEK Hussey,IK Pathan,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",10-04-2013,dot,10-04-2013
335983,1,17,2,S Badrinath,MEK Hussey,IK Pathan,4,0,4,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,M Chinnaswamy Stadium,11-04-2013,boundary,11-04-2013
335983,1,17,3,S Badrinath,MEK Hussey,IK Pathan,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Subrata Roy Sahara Stadium,11-04-2013,other,11-04-2013
335983,1,17,4,MEK Hussey,S Badrinath,IK Pathan,2,0,2,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Feroz Shah Kotla,12-04-2013,other,12-04-2013
335983,1,17,5,MEK Hussey,S Badrinath,IK Pathan,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,13-04-2013,boundary,13-04-2013
335983,1,17,6,MEK Hussey,S Badrinath,IK Pathan,4,0,4,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",13-04-2013,boundary,13-04-2013
335983,1,18,1,S Badrinath,MEK Hussey,B Lee,4,0,4,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Eden Gardens,14-04-2013,boundary,14-04-2013
335983,1,18,2,S Badrinath,MEK Hussey,B Lee,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Sawai Mansingh Stadium,14-04-2013,other,14-04-2013
335983,1,18,3,MEK Hussey,S Badrinath,B Lee,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",15-04-2013,other,15-04-2013
335983,1,18,4,S Badrinath,MEK Hussey,B Lee,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",16-04-2013,other,16-04-2013
335983,1,18,5,MEK Hussey,S Badrinath,B Lee,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,M Chinnaswamy Stadium,16-04-2013,boundary,16-04-2013
335983,1,18,6,MEK Hussey,S Badrinath,B Lee,2,0,2,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Subrata Roy Sahara Stadium,17-04-2013,other,17-04-2013
335983,1,19,1,S Badrinath,MEK Hussey,JR Hopes,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Sawai Mansingh Stadium,17-04-2013,boundary,17-04-2013
335983,1,19,2,S Badrinath,MEK Hussey,JR Hopes,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Feroz Shah Kotla,18-04-2013,boundary,18-04-2013
335983,1,19,3,S Badrinath,MEK Hussey,JR Hopes,4,0,4,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",19-04-2013,boundary,19-04-2013
335983,1,19,4,S Badrinath,MEK Hussey,JR Hopes,1,0,1,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Eden Gardens,20-04-2013,other,20-04-2013
335983,1,19,5,MEK Hussey,S Badrinath,JR Hopes,6,0,6,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,M Chinnaswamy Stadium,20-04-2013,boundary,20-04-2013
335983,1,19,6,MEK Hussey,S Badrinath,JR Hopes,2,0,2,0,NA,NA,NA,NA,Chennai Super Kings,Kings XI Punjab,Feroz Shah Kotla,21-04-2013,other,21-04-2013
335983,2,0,1,K Goel,JR Hopes,JDP Oram,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",21-04-2013,boundary,21-04-2013
335983,2,0,2,K Goel,JR Hopes,JDP Oram,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",22-04-2013,dot,22-04-2013
335983,2,0,3,K Goel,JR Hopes,JDP Oram,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,M Chinnaswamy Stadium,23-04-2013,dot,23-04-2013
335983,2,0,4,K Goel,JR Hopes,JDP Oram,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,16-05-2013,other,16-05-2013
335983,2,0,5,JR Hopes,K Goel,JDP Oram,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Eden Gardens,24-04-2013,dot,24-04-2013
335983,2,0,6,JR Hopes,K Goel,JDP Oram,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",25-04-2013,boundary,25-04-2013
335983,2,1,1,K Goel,JR Hopes,MS Gony,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Eden Gardens,26-04-2013,other,26-04-2013
335983,2,1,2,JR Hopes,K Goel,MS Gony,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sawai Mansingh Stadium,27-04-2013,dot,27-04-2013
335983,2,1,3,JR Hopes,K Goel,MS Gony,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,27-04-2013,other,27-04-2013
335983,2,1,4,K Goel,JR Hopes,MS Gony,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",28-04-2013,dot,28-04-2013
335983,2,1,5,K Goel,JR Hopes,MS Gony,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,28-04-2013,boundary,28-04-2013
335983,2,1,6,K Goel,JR Hopes,MS Gony,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sawai Mansingh Stadium,29-04-2013,other,29-04-2013
335983,2,2,1,K Goel,JR Hopes,JDP Oram,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,29-04-2013,other,29-04-2013
335983,2,2,2,JR Hopes,K Goel,JDP Oram,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Subrata Roy Sahara Stadium,30-04-2013,boundary,30-04-2013
335983,2,2,3,JR Hopes,K Goel,JDP Oram,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",01-05-2013,dot,01-05-2013
335983,2,2,4,JR Hopes,K Goel,JDP Oram,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,01-05-2013,boundary,01-05-2013
335983,2,2,5,JR Hopes,K Goel,JDP Oram,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",02-05-2013,other,02-05-2013
335983,2,2,6,K Goel,JR Hopes,JDP Oram,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Subrata Roy Sahara Stadium,02-05-2013,other,02-05-2013
335983,2,3,1,K Goel,JR Hopes,MS Gony,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Eden Gardens,03-05-2013,dot,03-05-2013
335983,2,3,2,K Goel,JR Hopes,MS Gony,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",04-05-2013,dot,04-05-2013
335983,2,3,3,K Goel,JR Hopes,MS Gony,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,M Chinnaswamy Stadium,14-05-2013,other,14-05-2013
335983,2,3,4,JR Hopes,K Goel,MS Gony,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,05-05-2013,other,05-05-2013
335983,2,3,5,K Goel,JR Hopes,MS Gony,2,0,2,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sawai Mansingh Stadium,05-05-2013,other,05-05-2013
335983,2,3,6,K Goel,JR Hopes,MS Gony,6,0,6,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,M Chinnaswamy Stadium,09-04-2013,boundary,09-04-2013
335983,2,4,1,JR Hopes,K Goel,JDP Oram,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sawai Mansingh Stadium,07-05-2013,dot,07-05-2013
335983,2,4,2,JR Hopes,K Goel,JDP Oram,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,07-05-2013,dot,07-05-2013
335983,2,4,3,JR Hopes,K Goel,JDP Oram,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",08-05-2013,other,08-05-2013
335983,2,4,4,K Goel,JR Hopes,JDP Oram,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",09-05-2013,other,09-05-2013
335983,2,4,5,JR Hopes,K Goel,JDP Oram,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Subrata Roy Sahara Stadium,09-05-2013,boundary,09-05-2013
335983,2,4,6,JR Hopes,K Goel,JDP Oram,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Feroz Shah Kotla,10-05-2013,boundary,10-05-2013
335983,2,5,1,K Goel,JR Hopes,MS Gony,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Subrata Roy Sahara Stadium,11-05-2013,other,11-05-2013
335983,2,5,2,JR Hopes,K Goel,MS Gony,6,0,6,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",11-05-2013,boundary,11-05-2013
335983,2,5,3,JR Hopes,K Goel,MS Gony,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,JSCA International Stadium Complex,12-05-2013,other,12-05-2013
335983,2,5,4,K Goel,JR Hopes,MS Gony,0,1,1,0,NA,NA,NA,wides,Kings XI Punjab,Chennai Super Kings,Sawai Mansingh Stadium,12-05-2013,other,12-05-2013
335983,2,5,5,K Goel,JR Hopes,MS Gony,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Feroz Shah Kotla,23-04-2013,dot,23-04-2013
335983,2,5,6,K Goel,JR Hopes,MS Gony,0,0,0,1,caught,K Goel,PA Patel,NA,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,13-05-2013,dot,13-05-2013
335983,2,5,7,JR Hopes,KC Sangakkara,MS Gony,0,1,1,0,NA,NA,NA,wides,Kings XI Punjab,Chennai Super Kings,JSCA International Stadium Complex,15-05-2013,other,15-05-2013
335983,2,5,8,JR Hopes,KC Sangakkara,MS Gony,6,0,6,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",14-05-2013,boundary,14-05-2013
335983,2,6,1,KC Sangakkara,JR Hopes,M Muralitharan,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,15-05-2013,other,15-05-2013
335983,2,6,2,JR Hopes,KC Sangakkara,M Muralitharan,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",06-05-2013,other,06-05-2013
335983,2,6,3,KC Sangakkara,JR Hopes,M Muralitharan,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",17-05-2013,other,17-05-2013
335983,2,6,4,JR Hopes,KC Sangakkara,M Muralitharan,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,18-05-2013,other,18-05-2013
335983,2,6,5,KC Sangakkara,JR Hopes,M Muralitharan,0,1,1,0,NA,NA,NA,legbyes,Kings XI Punjab,Chennai Super Kings,Subrata Roy Sahara Stadium,19-05-2013,other,19-05-2013
335983,2,6,6,JR Hopes,KC Sangakkara,M Muralitharan,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,M Chinnaswamy Stadium,18-05-2013,other,18-05-2013
335983,2,7,1,JR Hopes,KC Sangakkara,P Amarnath,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",19-05-2013,boundary,19-05-2013
335983,2,7,2,JR Hopes,KC Sangakkara,P Amarnath,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Feroz Shah Kotla,21-05-2013,boundary,21-05-2013
335983,2,7,3,JR Hopes,KC Sangakkara,P Amarnath,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Feroz Shah Kotla,22-05-2013,other,22-05-2013
335983,2,7,4,KC Sangakkara,JR Hopes,P Amarnath,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Eden Gardens,24-05-2013,other,24-05-2013
335983,2,7,5,JR Hopes,KC Sangakkara,P Amarnath,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Eden Gardens,26-05-2013,boundary,26-05-2013
335983,2,7,6,JR Hopes,KC Sangakkara,P Amarnath,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,16-04-2014,other,16-04-2014
335983,2,8,1,JR Hopes,KC Sangakkara,Joginder Sharma,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sharjah Cricket Stadium,17-04-2014,boundary,17-04-2014
335983,2,8,2,JR Hopes,KC Sangakkara,Joginder Sharma,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,18-04-2014,boundary,18-04-2014
335983,2,8,3,JR Hopes,KC Sangakkara,Joginder Sharma,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,18-04-2014,other,18-04-2014
335983,2,8,4,KC Sangakkara,JR Hopes,Joginder Sharma,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Dubai International Cricket Stadium,19-04-2014,other,19-04-2014
335983,2,8,5,JR Hopes,KC Sangakkara,Joginder Sharma,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Dubai International Cricket Stadium,19-04-2014,other,19-04-2014
335983,2,8,6,KC Sangakkara,JR Hopes,Joginder Sharma,0,1,1,0,NA,NA,NA,wides,Kings XI Punjab,Chennai Super Kings,Sharjah Cricket Stadium,20-04-2014,other,20-04-2014
335983,2,8,7,KC Sangakkara,JR Hopes,Joginder Sharma,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,21-04-2014,other,21-04-2014
335983,2,9,1,KC Sangakkara,JR Hopes,M Muralitharan,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sharjah Cricket Stadium,22-04-2014,other,22-04-2014
335983,2,9,2,JR Hopes,KC Sangakkara,M Muralitharan,6,0,6,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Dubai International Cricket Stadium,23-04-2014,boundary,23-04-2014
335983,2,9,3,JR Hopes,KC Sangakkara,M Muralitharan,0,0,0,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sharjah Cricket Stadium,24-04-2014,dot,24-04-2014
335983,2,9,4,JR Hopes,KC Sangakkara,M Muralitharan,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Dubai International Cricket Stadium,25-04-2014,other,25-04-2014
335983,2,9,5,KC Sangakkara,JR Hopes,M Muralitharan,4,0,4,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Dubai International Cricket Stadium,25-04-2014,boundary,25-04-2014
335983,2,9,6,KC Sangakkara,JR Hopes,M Muralitharan,1,0,1,0,NA,NA,NA,NA,Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,26-04-2014,other,26-04-2014
